#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:22174787	(2011) Genome characterization of the oleaginous fungus Mortierella alpina.	10	87	2.31	2.45e-16	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,MDH1
PMID:33791356	(2021) Schistosoma japonicum Infection Leads to the Reprogramming of Glucose and Lipid Metabolism in the Colon of Mice.	3	31	2.24	0.0051	9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000342056	PCK1,PKM,CS
PMID:34020084	(2021) Phosphoenolpyruvate carboxykinase in cell metabolism: Roles and mechanisms beyond gluconeogenesis.	3	31	2.24	0.0051	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000377532	PCK2,PCK1,PC
PMID:30211334	(2018) Lack of 17beta-estradiol reduces sensitivity to insulin in the liver and muscle of male mice.	3	31	2.24	0.0051	9606.ENSP00000319814,9606.ENSP00000339933,9606.ENSP00000358719	PCK1,PKLR,ME1
PMID:31225458	(2018) The role of metabolic adaptation to nutrient stress in pancreatic cancer.	3	31	2.24	0.0051	9606.ENSP00000320171,9606.ENSP00000358719,9606.ENSP00000438144	PKM,ME1,MDH1
PMID:26799318	(2016) Advanced Running Performance by Genetic Predisposition in Male Dummerstorf Marathon Mice (DUhTP) Reveals Higher Sterol Regulatory Element-Binding Protein (SREBP) Related mRNA Expression in the Liver and Higher Serum Levels of Progesterone.	3	31	2.24	0.0051	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000339933	ACLY,PCK1,PKLR
PMID:27308349	(2014) Metabolic alterations accompanying oncogene-induced senescence.	3	31	2.24	0.0051	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000438144	ACLY,PKM,MDH1
PMID:22334075	(2012) PPARgamma contributes to PKM2 and HK2 expression in fatty liver.	3	31	2.24	0.0051	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000342056	PKM,PKLR,CS
PMID:35054987	(2022) The Epithelial-Mesenchymal Transition at the Crossroads between Metabolism and Tumor Progression.	4	139	1.71	0.0055	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,PKM,CS,PC
PMID:32433492	(2020) Lactate preconditioning promotes a HIF-1alpha-mediated metabolic shift from OXPHOS to glycolysis in normal human diploid fibroblasts.	3	32	2.22	0.0055	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000438144	ACLY,PKM,MDH1
PMID:31242425	(2019) Glucose Metabolism Drives Histone Acetylation Landscape Transitions that Dictate Muscle Stem Cell Function.	3	32	2.22	0.0055	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:26752561	(2016) Proteomics Based Identification of Proteins with Deregulated Expression in B Cell Lymphomas.	3	32	2.22	0.0055	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000438144	PKM,MDH2,MDH1
PMID:26017754	(2015) Effects of partial silencing of genes coding for enzymes involved in glycolysis and tricarboxylic acid cycle on the enterance of human fibroblasts to the S phase.	3	32	2.22	0.0055	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000377532	PKM,MDH2,PC
PMID:24363178	(2014) Regulation of pyruvate metabolism and human disease.	3	32	2.22	0.0055	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	PKM,PKLR,PC
PMID:23987235	(2013) Impact of hematopoietic cyclooxygenase-1 deficiency on obesity-linked adipose tissue inflammation and metabolic disorders in mice.	3	32	2.22	0.0055	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000377532	PCK2,PCK1,PC
PMID:21317451	(2010) Targeting metabolic remodeling in glioblastoma multiforme.	3	32	2.22	0.0055	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
PMID:35110592	(2022) Structure-based prediction of HDAC6 substrates validated by enzymatic assay reveals determinants of promiscuity and detects new potential substrates.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719	ACLY,CS,ME1
PMID:33544126	(2021) Consequences of NaCTSLC13A5mINDY deficiency: good versus evil, separated only by the blood-brain barrier.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,CS,PC
PMID:33669797	(2021) Statin-Induced Myopathy: Translational Studies from Preclinical to Clinical Evidence.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:32795388	(2020) Mitochondrial pyruvate carrier is required for optimal brown fat thermogenesis.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000377532	ACLY,PKM,PC
PMID:33198375	(2020) Neither Excessive Nitric Oxide Accumulation nor Acute Hyperglycemia Affects the N-Acetylaspartate Network in Wistar Rat Brain Cells.	3	33	2.21	0.0059	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	MDH2,CS,MDH1
PMID:31076770	(2019) Replacing Part of Glucose with Galactose in the Postweaning Diet Protects Female But Not Male Mice from High-Fat Diet-Induced Adiposity in Later Life.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000342056	ACLY,PCK1,CS
PMID:31758026	(2019) Physiology and proteomic analysis reveals root, stem and leaf responses to potassium deficiency stress in alligator weed.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000438144	ACLY,MDH2,MDH1
PMID:31998710	(2019) Synthetic Biology Applied to Carbon Conservative and Carbon Dioxide Recycling Pathways.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000377532	ACLY,MDH2,PC
PMID:28035139	(2017) Mitochondrial PKM2 regulates oxidative stress-induced apoptosis by stabilizing Bcl2.	3	33	2.21	0.0059	9606.ENSP00000216780,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PKM,PKLR
PMID:25621173	(2015) Mitochondria as biosynthetic factories for cancer proliferation.	3	33	2.21	0.0059	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,CS,PC
PMID:34335964	(2021) Targeting KDM4B that coactivates c-Myc-regulated metabolism to suppress tumor growth in castration-resistant prostate cancer.	3	34	2.2	0.0064	9606.ENSP00000216780,9606.ENSP00000320171,9606.ENSP00000438144	PCK2,PKM,MDH1
PMID:31409011	(2019) Transcriptomic Analysis of the Influence of Methanol Assimilation on the Gene Expression in the Recombinant Pichia pastoris Producing Hirudin Variant 3.	3	34	2.2	0.0064	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000342056	PKM,PKLR,CS
PMID:29126914	(2018) Targeting immuno-metabolism to improve anti-cancer therapies.	3	34	2.2	0.0064	9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000342056	PCK1,MDH2,CS
PMID:30373107	(2018) SREBP-1c-Dependent Metabolic Remodeling of White Adipose Tissue by Caloric Restriction.	3	34	2.2	0.0064	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719	ACLY,CS,ME1
PMID:29069585	(2017) Absence of Carbohydrate Response Element Binding Protein in Adipocytes Causes Systemic Insulin Resistance and Impairs Glucose Transport.	3	34	2.2	0.0064	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
PMID:27379200	(2016) (13)C MRS and LC-MS Flux Analysis of Tumor Intermediary Metabolism.	3	34	2.2	0.0064	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000377532	ACLY,PCK1,PC
PMID:25640402	(2015) Deregulated Myc requires MondoAMlx for metabolic reprogramming and tumorigenesis.	3	34	2.2	0.0064	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000339933	PCK2,PCK1,PKLR
PMID:25683251	(2015) Activation of AMP-activated protein kinase by retinoic acid sensitizes hepatocellular carcinoma cells to apoptosis induced by sorafenib.	3	34	2.2	0.0064	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056	PKM,MDH2,CS
PMID:21243716	(2011) KAT(ching) metabolism by the tail: insight into the links between lysine acetyltransferases and metabolism.	3	34	2.2	0.0064	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000339933	ACLY,PCK1,PKLR
PMID:17487271	(2007) Transcriptome of Pneumocystis carinii during fulminate infection: carbohydrate metabolism and the concept of a compatible parasite.	3	34	2.2	0.0064	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000438144	ACLY,PCK1,MDH1
PMID:34208645	(2021) Metabolic Anti-Cancer Effects of Melatonin: Clinically Relevant Prospects.	3	35	2.18	0.0068	9606.ENSP00000216780,9606.ENSP00000320171,9606.ENSP00000377532	PCK2,PKM,PC
PMID:34526911	(2021) Metabolic Changes of Hepatocytes in NAFLD.	3	35	2.18	0.0068	9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	PKM,CS,PC
PMID:34836295	(2021) Ameliorating Effects of Coriander on Gastrocnemius Muscles Undergoing Precachexia in a Rat Model of Rheumatoid Arthritis: A Proteomics Analysis.	3	35	2.18	0.0068	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056	PKM,MDH2,CS
PMID:34957538	(2021) Model systems in SDHx-related pheochromocytomaparaganglioma.	3	35	2.18	0.0068	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000377532	PCK2,PCK1,PC
PMID:33076503	(2020) Metabolism-Disrupting Chemicals and the Constitutive Androstane Receptor CAR.	3	35	2.18	0.0068	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000377532	PCK2,PCK1,PC
PMID:30393775	(2018) Arginine starvation kills tumor cells through aspartate exhaustion and mitochondrial dysfunction.	3	35	2.18	0.0068	9606.ENSP00000327070,9606.ENSP00000377532,9606.ENSP00000438144	MDH2,PC,MDH1
PMID:28959684	(2017) Obesity and Cancer Metabolism: A Perspective on Interacting Tumor-Intrinsic and Extrinsic Factors.	3	35	2.18	0.0068	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:29228623	(2017) Linking CREB function with altered metabolism in murine fibroblast-based model cell lines.	3	35	2.18	0.0068	9606.ENSP00000216780,9606.ENSP00000320171,9606.ENSP00000342056	PCK2,PKM,CS
PMID:27832862	(2016) Time-restricted feeding improves insulin resistance and hepatic steatosis in a mouse model of postmenopausal obesity.	3	35	2.18	0.0068	9606.ENSP00000216780,9606.ENSP00000339933,9606.ENSP00000377532	PCK2,PKLR,PC
PMID:24692138	(2014) Energy metabolism in the liver.	4	148	1.68	0.0068	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,PCK1,CS,PC
PMID:33578947	(2021) Adipose Tissue Gene Expression of Entire Male, Immunocastrated and Surgically Castrated Pigs.	3	36	2.17	0.0072	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000358719	ACLY,PCK1,ME1
PMID:32107436	(2020) Subcellular proteomics combined with bioenergetic phenotyping reveals protein biomarkers of respiratory insufficiency in the setting of proofreading-deficient mitochondrial polymerase.	3	36	2.17	0.0072	9606.ENSP00000216780,9606.ENSP00000327070,9606.ENSP00000342056	PCK2,MDH2,CS
PMID:32426078	(2020) Metabolic remodeling during somatic cell reprogramming to induced pluripotent stem cells: involvement of hypoxia-inducible factor 1.	3	36	2.17	0.0072	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:31114017	(2019) Metabolic reprogramming and Notch activity distinguish between non-small cell lung cancer subtypes.	3	36	2.17	0.0072	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000377532	ACLY,MDH2,PC
PMID:31623133	(2019) The Many Facets of Tumor Heterogeneity: Is Metabolism Lagging Behind?	3	36	2.17	0.0072	9606.ENSP00000320171,9606.ENSP00000377532,9606.ENSP00000438144	PKM,PC,MDH1
PMID:23269521	(2013) Impaired mitochondrial metabolism and mammary carcinogenesis.	3	36	2.17	0.0072	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000377532	ACLY,PKM,PC
PMID:21698063	(2011) Energy metabolism in human pluripotent stem cells and their differentiated counterparts.	3	36	2.17	0.0072	9606.ENSP00000319814,9606.ENSP00000339933,9606.ENSP00000438144	PCK1,PKLR,MDH1
PMID:20953342	(2010) Coordinate Transcriptomic and Metabolomic Effects of the Insulin Sensitizer Rosiglitazone on Fundamental Metabolic Pathways in Liver, Soleus Muscle, and Adipose Tissue in Diabetic dbdb Mice.	3	36	2.17	0.0072	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
PMID:33368564	(2021) Mass-spectrometry analysis of the human pineal proteome during night and day and in autism.	4	152	1.67	0.0074	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000438144	ACLY,PKM,MDH2,MDH1
PMID:34727990	(2021) Protein profile of fiber types in human skeletal muscle: a single-fiber proteomics study.	4	152	1.67	0.0074	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	PKM,MDH2,CS,MDH1
PMID:34516894	(2021) A chemical biology approach reveals a dependency of glioblastoma on biotin distribution.	3	37	2.16	0.0077	9606.ENSP00000253792,9606.ENSP00000377532,9606.ENSP00000382071	ACLY,PC,HLCS
PMID:34543277	(2021) Developmental changes and metabolic reprogramming during establishment of infection and progression of Trypanosoma brucei brucei through its insect host.	3	37	2.16	0.0077	9606.ENSP00000216780,9606.ENSP00000327070,9606.ENSP00000342056	PCK2,MDH2,CS
PMID:32181250	(2020) Energy Metabolism Regulates Stem Cell Pluripotency.	3	37	2.16	0.0077	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000377532	ACLY,PKM,PC
PMID:32475074	(2020) Caenorhabditis elegans Lipin 1 moderates the lifespan-shortening effects of dietary glucose by maintaining omega-6 polyunsaturated fatty acids.	3	37	2.16	0.0077	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056	ACLY,MDH2,CS
PMID:32809272	(2020) A newly discovered role of metabolic enzyme PCK1 as a protein kinase to promote cancer lipogenesis.	3	37	2.16	0.0077	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171	PCK2,PCK1,PKM
PMID:29450727	(2018) Metabolic implications of hypoxia and pseudohypoxia in pheochromocytoma and paraganglioma.	3	37	2.16	0.0077	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532	MDH2,CS,PC
PMID:28970582	(2017) Role of the Transforming Growth Factor-beta in regulating hepatocellular carcinoma oxidative metabolism.	3	37	2.16	0.0077	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	PKM,PKLR,PC
PMID:25734986	(2015) Recent advances in proteomic studies of adipose tissues and adipocytes.	3	37	2.16	0.0077	9606.ENSP00000327070,9606.ENSP00000377532,9606.ENSP00000438144	MDH2,PC,MDH1
PMID:23677775	(2013) Acetyl-CoA the key factor for survival or death of cholinergic neurons in course of neurodegenerative diseases.	3	37	2.16	0.0077	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,CS,PC
PMID:21371315	(2011) The biology of lysine acetylation integrates transcriptional programming and metabolism.	3	37	2.16	0.0077	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,CS,PC
PMID:30850587	(2019) Intracellular citrate accumulation by oxidized ATM-mediated metabolism reprogramming via PFKP and CS enhances hypoxic breast cancer cell invasion and metastasis.	3	38	2.15	0.0082	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000342056	PCK2,ACLY,CS
PMID:29681858	(2018) Aqueous Extract of Black Maca Prevents Metabolism Disorder via Regulating the GlycolysisGluconeogenesis-TCA Cycle and PPARalpha Signaling Activation in Golden Hamsters Fed a High-Fat, High-Fructose Diet.	3	38	2.15	0.0082	9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000342056	PCK1,MDH2,CS
PMID:27512079	(2016) Quantitative Non-canonical Amino Acid Tagging (QuaNCAT) Proteomics Identifies Distinct Patterns of Protein Synthesis Rapidly Induced by Hypertrophic Agents in Cardiomyocytes, Revealing New Aspects of Metabolic Remodeling.	3	38	2.15	0.0082	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933	PKM,MDH2,PKLR
PMID:25866757	(2015) The role of ovarian sex steroids in metabolic homeostasis, obesity, and postmenopausal breast cancer: molecular mechanisms and therapeutic implications.	3	38	2.15	0.0082	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000342056	PKM,PKLR,CS
PMID:24217114	(2013) Tumor metabolism of malignant gliomas.	3	38	2.15	0.0082	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
PMID:33483502	(2021) Integrative computational approach identifies drug targets in CD4(+) T-cell-mediated immune disorders.	3	39	2.14	0.0088	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:34198548	(2021) Targeting Glycolysis in Macrophages Confers Protection Against Pancreatic Ductal Adenocarcinoma.	3	39	2.14	0.0088	9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000438144	PKM,CS,MDH1
PMID:34428183	(2021) Combinatorial transcription factor profiles predict mature and functional human islet alpha and beta cells.	3	39	2.14	0.0088	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000327070	ACLY,PKM,MDH2
PMID:31020046	(2019) Metabolic alterations and the potential for targeting metabolic pathways in the treatment of multiple myeloma.	3	39	2.14	0.0088	9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	PKM,CS,PC
PMID:31726987	(2019) Transcriptomic analyses suggest a dominant role of insulin in the coordinated control of energy metabolism and ureagenesis in goat liver.	3	39	2.14	0.0088	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,CS,PC
PMID:29212306	(2018) Oncogene-Driven Metabolic Alterations in Cancer.	3	39	2.14	0.0088	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000377532	ACLY,PKM,PC
PMID:27386546	(2016) Fundamentals of cancer metabolism.	3	39	2.14	0.0088	9606.ENSP00000253792,9606.ENSP00000358719,9606.ENSP00000377532	ACLY,ME1,PC
PMID:27679560	(2016) Growth Hormone Control of Hepatic Lipid Metabolism.	3	39	2.14	0.0088	9606.ENSP00000319814,9606.ENSP00000339933,9606.ENSP00000377532	PCK1,PKLR,PC
PMID:30176945	(2018) Liver cancer cell lines distinctly mimic the metabolic gene expression pattern of the corresponding human tumours.	4	162	1.64	0.0091	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056	ACLY,PKM,MDH2,CS
PMID:34073755	(2021) Th2 Cytokines Increase the Expression of Fibroblast Growth Factor 21 in the Liver.	3	40	2.13	0.0093	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000320171	PCK2,ACLY,PKM
PMID:32047547	(2020) The Molecular Mechanism of Metabolic Remodeling in Lung Cancer.	3	40	2.13	0.0093	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000377532	ACLY,PKM,PC
PMID:33187130	(2020) Pivotal Role of Fatty Acid Synthase in c-MYC Driven Hepatocarcinogenesis.	3	40	2.13	0.0093	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
PMID:29440987	(2018) Metabolomics Based Identification of SIRT5 and Protein Kinase C Epsilon Regulated Pathways in Brain.	3	40	2.13	0.0093	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000438144	ACLY,MDH2,MDH1
PMID:29780003	(2018) A disease-associated Aifm1 variant induces severe myopathy in knockin mice.	3	40	2.13	0.0093	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171	PCK2,PCK1,PKM
PMID:29880867	(2018) Alternative assembly of respiratory complex II connects energy stress to metabolic checkpoints.	3	40	2.13	0.0093	9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	PKM,CS,PC
PMID:28781589	(2017) Effect of everolimus on the glucose metabolic pathway in mouse skeletal muscle cells (C2C12).	3	40	2.13	0.0093	9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000438144	PKM,CS,MDH1
PMID:26384739	(2016) Distinct Profiles for Mitochondrial t-RNAs and Small Nucleolar RNAs in Locally Invasive and Metastatic Colorectal Cancer.	3	40	2.13	0.0093	9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000438144	PKM,CS,MDH1
PMID:27707936	(2016) Liver glucose metabolism in humans.	3	40	2.13	0.0093	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,CS,PC
PMID:23947536	(2013) Transcriptional analysis of abdominal fat in genetically fat and lean chickens reveals adipokines, lipogenic genes and a link between hemostasis and leanness.	4	163	1.64	0.0093	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000438144	ACLY,PCK1,MDH2,MDH1
PMID:21847114	(2011) Oncogenic K-Ras decouples glucose and glutamine metabolism to support cancer cell growth.	3	40	2.13	0.0093	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:34619358	(2022) Kinetic characterization and thermostability of C. elegans cytoplasmic and mitochondrial malate dehydrogenases.	2	2	3.25	0.0098	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
