#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:27473374	(2016) Proteinase-activated receptor 2 (PAR2) in hepatic stellate cells - evidence for a role in hepatocellular carcinoma growth in vivo.	7	88	1.91	9.80e-06	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000355361,9606.ENSP00000360997,9606.ENSP00000451040	MMP2,GAPDH,ANGPT2,ANG,CD47,ADAMTS13,PGF
PMID:32296707	(2020) A Joint Evaluation of Neurohormone Vasopressin-Neurophysin II-Copeptin and Aortic Arch Calcification on Mortality Risks in Hemodialysis Patients.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32298156	(2020) Role of melatonin in intestinal mucosal injury induced by restraint stress in mice.	2	7	2.47	0.0191	9606.ENSP00000229239,9606.ENSP00000384092	GAPDH,POMC
PMID:32298774	(2020) Expression of hypothalamic feeding-related peptide genes and neuroendocrine responses in an experimental allergic encephalomyelitis rat model.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32302104	(2020) 2-Sulfonylpyridines as Tunable, Cysteine-Reactive Electrophiles.	2	7	2.47	0.0191	9606.ENSP00000229239,9606.ENSP00000319788	GAPDH,NQO1
PMID:32304701	(2020) Oxytocin treatment for alcoholism: Potential neurocircuitry targets.	2	8	2.41	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32304714	(2020) Ethanol has concentration-dependent effects on hypothalamic POMC neuronal excitability.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32305039	(2020) Associations between different dimensions of prenatal distress, neonatal hippocampal connectivity, and infant memory.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32307158	(2020) Response to adrenocorticotropic hormone or corticotrophin-releasing hormone and vasopressin in lactating cows fed an immunomodulatory supplement under thermoneutral or acute heat stress conditions.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32307882	(2020) Call-specific patterns of neural activation in auditory processing of Richardsons ground squirrel alarm calls.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32308399	(2020) miR-138 Increases Depressive-Like Behaviors by Targeting SIRT1 in Hippocampus.	2	6	2.54	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32308752	(2020) SIRT1-dependent mitochondrial biogenesis supports therapeutic effects of resveratrol against neurodevelopment damage by fluoride.	2	8	2.41	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32313093	(2020) UTMD inhibit EMT of breast cancer through the ROSmiR-200cZEB1 axis.	2	8	2.41	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32316192	(2020) Mitochondrial Protection by PARP Inhibition.	3	66	1.67	0.0191	9606.ENSP00000212015,9606.ENSP00000219070,9606.ENSP00000229239	SIRT1,MMP2,GAPDH
PMID:32316280	(2020) Identification of Suitable Biomarkers for Stress and Emotion Detection for Future Personal Affective Wearable Sensors.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32322310	(2020) Knockdown of lncRNA PVT1 alleviates high glucose-induced proliferation and fibrosis in human mesangial cells by miR-23b-3pWT1 axis.	2	6	2.54	0.0191	9606.ENSP00000229239,9606.ENSP00000331327	GAPDH,WT1
PMID:32324504	(2020) Intracellular and Intercellular Aspects of Macrophage Immunometabolism in Atherosclerosis.	3	56	1.74	0.0191	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,GAPDH,NQO1
PMID:32334623	(2020) Long non-coding RNA AOC4P suppresses epithelial ovarian cancer metastasis by regulating epithelial-mesenchymal transition.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32346426	(2020) Matrix metalloproteinase-13, NF-kappaB p65 and interleukin-1beta are associated with the severity of knee osteoarthritis.	2	8	2.41	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32349206	(2020) Early-Life Stress Induced Epigenetic Changes of Corticotropin-Releasing Factor Gene in Anorexic Low Body Weight-Selected Chicks.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32349329	(2020) Topical Application of A New Herbal Complex, NI-01, Ameliorates House Dust Mite-Induced Atopic Dermatitis in NCNga Mice.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32349718	(2020) LncRNA WT1-AS over-expression inhibits non-small cell lung cancer cell stemness by down-regulating TGF-beta1.	2	3	2.84	0.0191	9606.ENSP00000229239,9606.ENSP00000331327	GAPDH,WT1
PMID:32353460	(2020) Chronic Ethanol Consumption Alters Glucocorticoid Receptor Isoform Expression in Stress Neurocircuits and Mesocorticolimbic Brain Regions of Alcohol-Preferring Rats.	2	6	2.54	0.0191	9606.ENSP00000229239,9606.ENSP00000384092	GAPDH,POMC
PMID:32354071	(2020) NAFLD Aggravates Septic Shock Due to Inadequate Adrenal Response and 11beta-HSDs Dysregulation in Rats.	2	8	2.41	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32357493	(2020) Novel Insights into PARK7 (DJ-1), a Potential Anti-Cancer Therapeutic Target, and Implications for Cancer Progression.	3	69	1.65	0.0191	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000319788	MMP2,GAPDH,NQO1
PMID:32362313	(2020) Effects of adrenocorticotrophic hormone on the expression of matrix metalloproteinases and their inhibitors in the bovine ovary.	2	6	2.54	0.0191	9606.ENSP00000219070,9606.ENSP00000384092	MMP2,POMC
PMID:32362869	(2020) Lycium barbarum Polysaccharides Improve Testicular Spermatogenic Function in Streptozotocin-Induced Diabetic Rats.	2	8	2.41	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32368091	(2020) CD47 Overexpression Is Associated with Epstein-Barr Virus Infection and Poor Prognosis in Patients with Nasopharyngeal Carcinoma.	2	8	2.41	0.0191	9606.ENSP00000229239,9606.ENSP00000355361	GAPDH,CD47
PMID:32368143	(2020) Restoration of UPK1A-AS1 Expression Suppresses Cell Proliferation, Migration, and Invasion in Esophageal Squamous Cell Carcinoma Cells Partially by Sponging microRNA-1248.	2	7	2.47	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32375462	(2020) The Correlation of SKA2 with Cortisol, IL-1beta and Anxiety in Pregnant Women with the Risk of Preterm Delivery.	2	6	2.54	0.0191	9606.ENSP00000229239,9606.ENSP00000276571	GAPDH,CRH
PMID:32377299	(2020) Genetic and Chemical Effects on Somatic and Germline Aging.	2	7	2.47	0.0191	9606.ENSP00000212015,9606.ENSP00000331327	SIRT1,WT1
PMID:32377419	(2020) Expression of Collagen (Types I, III, and V), HSP47, MMP-2, and TIMP-1 in Retrobulbar Adipose Tissue of Patients with Thyroid-Associated Orbitopathy.	2	6	2.54	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32377712	(2020) Ginsenoside Rb1 reduces H2O2-induced HUVEC dysfunction by stimulating the sirtuin-1AMP-activated protein kinase pathway.	2	7	2.47	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32377741	(2020) 3-N-Butyphthalide improves learning and memory in rats with vascular cognitive impairment by activating the SIRT1BDNF pathway.	2	5	2.61	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32380471	(2020) Diving into the brain: deep-brain imaging techniques in conscious animals.	2	8	2.41	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32382012	(2020) The HMGB1-RAGE axis modulates the growth of autophagy-deficient hepatic tumors.	3	44	1.85	0.0191	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000319788	GAPDH,ANGPT2,NQO1
PMID:32382280	(2020) Role of Resveratrol in Regulating Cutaneous Functions.	3	41	1.88	0.0191	9606.ENSP00000212015,9606.ENSP00000319788,9606.ENSP00000384092	SIRT1,NQO1,POMC
PMID:32382403	(2020) Sleep deprivation and stress: a reciprocal relationship.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32384688	(2020) The Effects of Maternal and Postnatal Dietary Methyl Nutrients on Epigenetic Changes that Lead to Non-Communicable Diseases in Adulthood.	3	43	1.86	0.0191	9606.ENSP00000212015,9606.ENSP00000314897,9606.ENSP00000384092	SIRT1,ANGPT2,POMC
PMID:32390839	(2020) Hepatoprotective and Anti-Oxidative Effects of Total Flavonoids From Qu Zhi Qiao (Fruit of Citrus Paradisi cv.Changshanhuyou) on Nonalcoholic Steatohepatitis In Vivo and In Vitro Through Nrf2-ARE Signaling Pathway.	2	7	2.47	0.0191	9606.ENSP00000229239,9606.ENSP00000319788	GAPDH,NQO1
PMID:32390848	(2020) Anti-Melanogenic Effect of Dendropanax morbiferus and Its Active Components via Protein Kinase ACyclic Adenosine Monophosphate-Responsive Binding Protein- and p38 Mitogen-Activated Protein Kinase-Mediated Microphthalmia-Associated ...	2	6	2.54	0.0191	9606.ENSP00000229239,9606.ENSP00000384092	GAPDH,POMC
PMID:32390938	(2020) General Adaptation in Critical Illness: Glucocorticoid Receptor-alpha Master Regulator of Homeostatic Corrections.	3	51	1.78	0.0191	9606.ENSP00000276571,9606.ENSP00000314897,9606.ENSP00000384092	CRH,ANGPT2,POMC
PMID:32395770	(2020) miR-122SIRT1 axis regulates chondrocyte extracellular matrix degradation in osteoarthritis.	2	8	2.41	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32399358	(2020) Nivolumab Induced Adrenal Insufficiency: Rare Side-effect of a New Anti-cancer Therapy - Immune-checkpoint Inhibitors.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32406504	(2020) Dysregulation of miR-192-5p in acute pancreatitis patients with nonalcoholic fatty liver and its functional role in acute pancreatitis progression.	2	8	2.41	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32410889	(2020) Depression Among Elderly Users of Open and Closed Care Facilities in a Rural Region of Greece: an Important Public Health Issue.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32410988	(2020) Renal Effects of Fetal Reprogramming With Pentaerythritol Tetranitrate in Spontaneously Hypertensive Rats.	3	33	1.97	0.0191	9606.ENSP00000212015,9606.ENSP00000219070,9606.ENSP00000229239	SIRT1,MMP2,GAPDH
PMID:32411598	(2020) Ectopic ACTH Secretion in a Child With Metastatic Ewings Sarcoma: A Case Report.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32413849	(2020) Sexual dimorphism in cortisol metabolism throughout pubertal development: a longitudinal study.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32414619	(2020) Cushing syndrome: Old and new genes.	3	35	1.95	0.0191	9606.ENSP00000276571,9606.ENSP00000298552,9606.ENSP00000384092	CRH,TSC1,POMC
PMID:32415283	(2020) Dysregulated haematopoietic stem cell behaviour in myeloid leukaemogenesis.	3	68	1.66	0.0191	9606.ENSP00000212015,9606.ENSP00000331327,9606.ENSP00000355361	SIRT1,WT1,CD47
PMID:32417182	(2020) Genes that Mediate Metastasis across the Blood-Brain Barrier.	3	55	1.75	0.0191	9606.ENSP00000219070,9606.ENSP00000314897,9606.ENSP00000451040	MMP2,ANGPT2,PGF
PMID:32418891	(2020) Real life polycyclic aromatic hydrocarbon (PAH) mixtures modulate hCG, hPL and hPLGF levels and disrupt the physiological ratio of MMP-2 to MMP-9 and VEGF expression in human placenta cell lines.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000451040	MMP2,PGF
PMID:32422994	(2020) Acute Effects of Butyrate on Induced Hyperpermeability and Tight Junction Protein Expression in Human Colonic Tissues.	2	8	2.41	0.0191	9606.ENSP00000229239,9606.ENSP00000276571	GAPDH,CRH
PMID:32435664	(2020) Allopregnanolone in premenstrual dysphoric disorder (PMDD): Evidence for dysregulated sensitivity to GABA-A receptor modulating neuroactive steroids across the menstrual cycle.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32438542	(2020) Mobility and Invasion Related Gene Expression Patterns in Equine Sarcoid.	2	8	2.41	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32440361	(2020) Resveratrol-loaded peptide-hydrogels inhibit scar formation in wound healing through suppressing inflammation.	2	6	2.54	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32444593	(2020) Evaluation of Exosomal miRNA in Blood as a Potential Diagnostic Biomarker for Human Non-Small Cell Lung Cancer.	2	8	2.41	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32449280	(2020) SLC12A5 interacts and enhances SOX18 activity to promote bladder urothelial carcinoma progression via upregulating MMP7.	2	7	2.47	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32450992	(2020) Stress, the brain, and trauma spectrum disorders.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32455559	(2020) Dysregulation of Redox Status in Urinary Bladder Cancer Patients.	3	36	1.93	0.0191	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,GAPDH,NQO1
PMID:32457700	(2020) Obstetric and Neonatal Outcome of Pregnancy in Carney Complex: A Case Report.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32464545	(2020) MicroRNA-206 Regulates Stress-Provoked Aggressive Behaviors in Post-weaning Social Isolation Mice.	2	6	2.54	0.0191	9606.ENSP00000229239,9606.ENSP00000276571	GAPDH,CRH
PMID:32468214	(2020) BTBD9 and dopaminergic dysfunction in the pathogenesis of restless legs syndrome.	2	6	2.54	0.0191	9606.ENSP00000229239,9606.ENSP00000331327	GAPDH,WT1
PMID:32469848	(2020) Nicotinamide Inhibits Glycolysis of HL-60 Cells by Modulating Sirtuin 1 (SIRT1)Peroxisome Proliferator-Activated Receptor gamma Coactivator 1alpha (PGC-1alpha)Hypoxia-Inducible Factor-2alpha (HIF2alpha) Signaling Pathway.	2	7	2.47	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32471985	(2020) Ovarian BDNF promotes survival, migration, and attachment of tumor precursors originated from p53 mutant fallopian tube epithelial cells.	3	33	1.97	0.0191	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000319788	MMP2,GAPDH,NQO1
PMID:32478291	(2020) The frequency of Cushings disease, ACTH-independent Cushings syndrome and autonomous cortisol secretion among Turkish patients with obesity.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32478666	(2020) Pregnancy during the course of Cushings syndrome: a case report and literature review.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32489466	(2020) Angiogenesis in Breast Cancer Progression, Diagnosis, and Treatment.	3	38	1.91	0.0191	9606.ENSP00000219070,9606.ENSP00000314897,9606.ENSP00000451040	MMP2,ANGPT2,PGF
PMID:32489558	(2020) Paeoniflorin regulates the hypothalamic-pituitary-adrenal axis negative feedback in a rat model of post-traumatic stress disorder.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32489968	(2020) Long-term effects of pro-opiomelanocortin methylation induced in food-restricted dams on metabolic phenotypes in male rat offspring.	2	7	2.47	0.0191	9606.ENSP00000229239,9606.ENSP00000384092	GAPDH,POMC
PMID:32490711	(2020) Bacterial adhesion inhibitor prevents infection in a rodent surgical incision model.	2	6	2.54	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32491213	(2020) Alcohol Use Disorder Masks the Effects of Childhood Adversity, Lifetime Trauma, and Chronic Stress on Hypothalamic-Pituitary-Adrenal Axis Reactivity.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32492881	(2020) Screening of Natural Stilbene Oligomers from Vitis vinifera for Anticancer Activity on Human Hepatocellular Carcinoma Cells.	2	8	2.41	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32493092	(2020) Association of sirtuin-1 and vascular endothelial growth factor expression with tumor progression and poor prognosis in liposarcoma.	2	3	2.84	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32493131	(2020) Cortisol as a Biomarker of Alcohol Use in Combat Veterans: A Literature Review and Framework for Future Research.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32494164	(2020) Brutons Tyrosine Kinase (BTK) Inhibitor (Ibrutinib) -Suppressed Migration and Invasion of Prostate Cancer.	2	5	2.61	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32494669	(2020) Nanovesicles derived from iron oxide nanoparticles-incorporated mesenchymal stem cells for cardiac repair.	3	34	1.96	0.0191	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000451040	MMP2,GAPDH,PGF
PMID:32498245	(2020) Punicalagin Protects Human Retinal Pigment Epithelium Cells from Ultraviolet Radiation-Induced Oxidative Damage by Activating Nrf2HO-1 Signaling Pathway and Reducing Apoptosis.	2	7	2.47	0.0191	9606.ENSP00000229239,9606.ENSP00000319788	GAPDH,NQO1
PMID:32499710	(2020) UVA Induced Oxidative Stress Was Inhibited by PaeoniflorinNrf2 Signaling or PLIN2.	2	7	2.47	0.0191	9606.ENSP00000229239,9606.ENSP00000319788	GAPDH,NQO1
PMID:32499715	(2020) Hypothalamic CrhAvp, Plasmatic Glucose and Lactate Remain Unchanged During Habituation to Forced Exercise.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32504994	(2020) 3,4,5-Trihydroxycinnamic acid exerts a protective effect on pulmonary inflammation in an experimental animal model of COPD.	2	7	2.47	0.0191	9606.ENSP00000212015,9606.ENSP00000319788	SIRT1,NQO1
PMID:32505177	(2020) Effects of dexmedetomidine on stress hormones in patients undergoing cardiac valve replacement: a randomized controlled trial.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32508267	(2020) MiRNA-12129 Suppresses Cell Proliferation and Block Cell Cycle Progression by Targeting SIRT1 in GASTRIC Cancer.	2	4	2.71	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32509341	(2020) Inhibiting the Progression of Human Retinoblastoma Cell by Downregulation of MMP-2MMP-9 Using Short Hairpin RNAs (shRNAs) In Vitro.	2	4	2.71	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32523389	(2020) Optimal Delivery of Follow-Up Care After Allogeneic Hematopoietic Stem-Cell Transplant: Improving Patient Outcomes with a Multidisciplinary Approach.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32526331	(2020) Hypoxia affects the ontogeny of the hypothalamus-pituitary-interrenal axis functioning in the lake whitefish (Coregonus clupeaformis).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32528287	(2020) Effects of Lycium barbarum Polysaccharide on Endoplasmic Reticulum Stress and Oxidative Stress in Obese Mice.	2	6	2.54	0.0191	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:32529873	(2020) Long noncoding RNA SNHG12 promotes the proliferation, migration, and invasion of trophoblast cells by regulating the epithelial-mesenchymal transition and cell cycle.	2	8	2.41	0.0191	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:32535221	(2020) Gut microbiota modulates stress-induced hypertension through the HPA axis.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32536937	(2020) Treatment of Acute Myeloid Leukemia in the Era of Genomics-Achievements and Persisting Challenges.	3	38	1.91	0.0191	9606.ENSP00000276571,9606.ENSP00000331327,9606.ENSP00000355361	CRH,WT1,CD47
PMID:32540678	(2020) Estradiol promotes and progesterone reduces anxiety-like behavior produced by nicotine withdrawal in female rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:32546711	(2020) Effect of information on geographical origin, duration of transport and welfare condition on consumers acceptance of lamb meat.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
